# time of execution: 2022-08-03 17:58:17
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:7.5
# asf=0.12
# sdrate=1.5e-10
# sdissrate=1e-13
# rhosd=1e-19
# lambda=1e+16[W/m^3/K]
# gep=<scipy.interpolate.interpolate.interp1d object at 0x000001E60F8D32C0>[W/m^3/K]
# factor cv_el=<scipy.interpolate.interpolate.interp1d object at 0x000001E60F8D3C20>[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 4.673959588570301e-06[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:0.0[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-10[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J]
4.58	0.9880175435080844	100.0	100.0	0.0	0.0	0.0	0.0	-1.8082275298703634e-23
4.59	0.987995006514857	100.0	100.0	0.0	0.0	0.0	0.0	-1.8066357140076235e-23
4.6	0.9879724893441588	100.0	100.0	0.0	0.0	0.0	0.0	-1.805045461277103e-23
4.61	0.9879499919765516	100.0	100.0	0.0	0.0	0.0	0.0	-1.8034567698759688e-23
4.62	0.987927514392619	100.0	100.0	0.0	0.0	0.0	0.0	-1.8018696379979738e-23
4.63	0.9879050565729697	100.0	100.0	0.0	0.0	0.0	0.0	-1.8002840638815297e-23
4.64	0.9878826184982319	100.0	100.0	0.0	0.0	0.0	0.0	-1.798700045740648e-23
4.6499999999999995	0.9878602001490571	100.0	100.0	0.0	0.0	0.0	0.0	-1.7971175817754976e-23
4.66	0.9878378015061182	100.0	100.0	0.0	0.0	0.0	0.0	-1.7955366701840712e-23
4.67	0.9878154225501117	100.0	100.0	0.0	0.0	0.0	0.0	-1.7939573092079688e-23
4.680000000000001	0.9877930632617549	100.0	100.0	0.0	0.0	0.0	0.0	-1.792379497089497e-23
4.6899999999999995	0.9877707236217877	100.0	100.0	0.0	0.0	0.0	0.0	-1.790803232032187e-23
4.7	0.9877484036109718	100.0	100.0	0.0	0.0	0.0	0.0	-1.7892285122829584e-23
4.71	0.9877261032100904	100.0	100.0	0.0	0.0	0.0	0.0	-1.787655336002813e-23
4.72	0.98770382239995	100.0	100.0	0.0	0.0	0.0	0.0	-1.7860837014899765e-23
4.73	0.9876815611613788	100.0	100.0	0.0	0.0	0.0	0.0	-1.7845136069539548e-23
4.739999999999999	0.9876593194752259	100.0	100.0	0.0	0.0	0.0	0.0	-1.782945050630656e-23
4.75	0.9876370973223622	100.0	100.0	0.0	0.0	0.0	0.0	-1.7813780307667887e-23
4.76	0.9876148946836817	100.0	100.0	0.0	0.0	0.0	0.0	-1.7798125456292506e-23
4.7700000000000005	0.9875927115401001	100.0	100.0	0.0	0.0	0.0	0.0	-1.7782485934281295e-23
4.78	0.9875705478725538	100.0	100.0	0.0	0.0	0.0	0.0	-1.7766861723942973e-23
4.789999999999999	0.9875484036620019	100.0	100.0	0.0	0.0	0.0	0.0	-1.7751252808183856e-23
4.8	0.987526278889425	100.0	100.0	0.0	0.0	0.0	0.0	-1.7735659169248718e-23
4.81	0.9875041735358248	100.0	100.0	0.0	0.0	0.0	0.0	-1.7720080789690263e-23
4.82	0.9874820875822247	100.0	100.0	0.0	0.0	0.0	0.0	-1.770451765196279e-23
4.83	0.9874600210096709	100.0	100.0	0.0	0.0	0.0	0.0	-1.7688969738936732e-23
4.84	0.9874379737992309	100.0	100.0	0.0	0.0	0.0	0.0	-1.7673437033299107e-23
4.85	0.9874159459319932	100.0	100.0	0.0	0.0	0.0	0.0	-1.7657919517442854e-23
4.86	0.9873939373890673	100.0	100.0	0.0	0.0	0.0	0.0	-1.764241717394718e-23
4.87	0.9873719481515861	100.0	100.0	0.0	0.0	0.0	0.0	-1.7626929985739888e-23
4.88	0.9873499782007019	100.0	100.0	0.0	0.0	0.0	0.0	-1.7611457935111037e-23
4.89	0.9873280275175903	100.0	100.0	0.0	0.0	0.0	0.0	-1.759600100519395e-23
4.8999999999999995	0.987306096083448	100.0	100.0	0.0	0.0	0.0	0.0	-1.7580559178410617e-23
4.91	0.9872841838794917	100.0	100.0	0.0	0.0	0.0	0.0	-1.7565132438066194e-23
4.92	0.9872622908869603	100.0	100.0	0.0	0.0	0.0	0.0	-1.7549720766271618e-23
4.930000000000001	0.9872404170871147	100.0	100.0	0.0	0.0	0.0	0.0	-1.753432414611782e-23
4.9399999999999995	0.9872185624612363	100.0	100.0	0.0	0.0	0.0	0.0	-1.7518942560621443e-23
4.949999999999999	0.987196726990628	100.0	100.0	0.0	0.0	0.0	0.0	-1.7503575992761778e-23
4.96	0.9871749106566141	100.0	100.0	0.0	0.0	0.0	0.0	-1.7488224425245026e-23
4.97	0.9871531134405397	100.0	100.0	0.0	0.0	0.0	0.0	-1.7472887840689134e-23
4.98	0.9871313353237721	100.0	100.0	0.0	0.0	0.0	0.0	-1.7457566222445217e-23
4.989999999999999	0.9871095762876991	100.0	100.0	0.0	0.0	0.0	0.0	-1.7442259553531735e-23
5.0	0.9870878363137303	100.0	100.0	0.0	0.0	0.0	0.0	-1.7426967816387397e-23
5.01	0.9870661153832945	100.0	100.0	0.0	0.0	0.0	0.0	-1.7411690994340586e-23
5.02	0.9870444134778428	100.0	100.0	0.0	0.0	0.0	0.0	-1.739642907092999e-23
5.03	0.9870227305788485	100.0	100.0	0.0	0.0	0.0	0.0	-1.7381182028441086e-23
5.039999999999999	0.9870010666678036	100.0	100.0	0.0	0.0	0.0	0.0	-1.7365949850262352e-23
5.05	0.9869794217262241	100.0	100.0	0.0	0.0	0.0	0.0	-1.7350732519591997e-23
5.06	0.9869577957356438	100.0	100.0	0.0	0.0	0.0	0.0	-1.733553001945225e-23
5.07	0.9869361886776197	100.0	100.0	0.0	0.0	0.0	0.0	-1.7320342333135607e-23
5.08	0.9869146005337291	100.0	100.0	0.0	0.0	0.0	0.0	-1.7305169443309627e-23
5.09	0.9868930312855698	100.0	100.0	0.0	0.0	0.0	0.0	-1.729001133366813e-23
5.1	0.9868714809147597	100.0	100.0	0.0	0.0	0.0	0.0	-1.7274867987501655e-23
5.109999999999999	0.9868499494029394	100.0	100.0	0.0	0.0	0.0	0.0	-1.725973938748436e-23
5.12	0.9868284367317686	100.0	100.0	0.0	0.0	0.0	0.0	-1.7244625517336585e-23
5.13	0.9868069428829298	100.0	100.0	0.0	0.0	0.0	0.0	-1.7229526360429366e-23
5.14	0.9867854678381243	100.0	100.0	0.0	0.0	0.0	0.0	-1.721444189960545e-23
5.1499999999999995	0.986764011579075	100.0	100.0	0.0	0.0	0.0	0.0	-1.7199372118466746e-23
5.16	0.9867425740875249	100.0	100.0	0.0	0.0	0.0	0.0	-1.718431700063807e-23
5.17	0.9867211553452385	100.0	100.0	0.0	0.0	0.0	0.0	-1.7169276528985648e-23
5.18	0.9866997553340003	100.0	100.0	0.0	0.0	0.0	0.0	-1.7154250687245682e-23
5.1899999999999995	0.9866783740356156	100.0	100.0	0.0	0.0	0.0	0.0	-1.713923945896977e-23
5.199999999999999	0.9866570114319108	100.0	100.0	0.0	0.0	0.0	0.0	-1.7124242827118444e-23
5.21	0.9866356675047322	100.0	100.0	0.0	0.0	0.0	0.0	-1.7109260775439726e-23
5.22	0.9866143422359465	100.0	100.0	0.0	0.0	0.0	0.0	-1.7094293287278057e-23
5.23	0.986593035607441	100.0	100.0	0.0	0.0	0.0	0.0	-1.7079340346236524e-23
5.24	0.9865717476011233	100.0	100.0	0.0	0.0	0.0	0.0	-1.7064401935884062e-23
5.25	0.9865504781989225	100.0	100.0	0.0	0.0	0.0	0.0	-1.7049478039928736e-23
5.26	0.9865292273827876	100.0	100.0	0.0	0.0	0.0	0.0	-1.7034568641652117e-23
5.27	0.986507995134687	100.0	100.0	0.0	0.0	0.0	0.0	-1.701967372503755e-23
5.28	0.9864867814366103	100.0	100.0	0.0	0.0	0.0	0.0	-1.7004793273545073e-23
5.29	0.9864655862705676	100.0	100.0	0.0	0.0	0.0	0.0	-1.6989927270819116e-23
5.3	0.9864444096185884	100.0	100.0	0.0	0.0	0.0	0.0	-1.697507570016827e-23
5.31	0.9864232514627235	100.0	100.0	0.0	0.0	0.0	0.0	-1.6960238545761722e-23
5.32	0.9864021117850441	100.0	100.0	0.0	0.0	0.0	0.0	-1.6945415791392775e-23
5.33	0.9863809905676393	100.0	100.0	0.0	0.0	0.0	0.0	-1.69306074203453e-23
5.34	0.986359887792622	100.0	100.0	0.0	0.0	0.0	0.0	-1.6915813416544652e-23
5.35	0.9863388034421224	100.0	100.0	0.0	0.0	0.0	0.0	-1.6901033763980552e-23
5.359999999999999	0.9863177374982924	100.0	100.0	0.0	0.0	0.0	0.0	-1.6886268446084637e-23
5.37	0.9862966899433033	100.0	100.0	0.0	0.0	0.0	0.0	-1.6871517446824505e-23
5.38	0.9862756607593459	100.0	100.0	0.0	0.0	0.0	0.0	-1.6856780750126656e-23
5.390000000000001	0.9862546499286327	100.0	100.0	0.0	0.0	0.0	0.0	-1.684205833979965e-23
5.3999999999999995	0.9862336574333943	100.0	100.0	0.0	0.0	0.0	0.0	-1.6827350199821045e-23
5.41	0.9862126832558827	100.0	100.0	0.0	0.0	0.0	0.0	-1.6812656313942143e-23
5.42	0.9861917273783702	100.0	100.0	0.0	0.0	0.0	0.0	-1.679797666627053e-23
5.43	0.9861707897831473	100.0	100.0	0.0	0.0	0.0	0.0	-1.678331124090899e-23
5.44	0.986149870452526	100.0	100.0	0.0	0.0	0.0	0.0	-1.676866002140119e-23
5.449999999999999	0.9861289693688374	100.0	100.0	0.0	0.0	0.0	0.0	-1.6754022991950708e-23
